sleep_efficiency,stress_score,sleep_stage_deep_pct,sleep_stage_rem_pct,sleep_stage_light_pct,sleep_stage_awake_pct,caffeine_mg,bedtime_consistency_std_min,hrv_rmssd_ms,room_humidity_pct,step_count_day,ambient_noise_db,height_cm,room_temperature_c,age,screen_time_before_bed_min,activity_before_bed_min,weight_kg,respiration_rate_bpm,jetlag_hours,sleep_score_raw
0.913,53,0.203,0.173,0.436,0.1889999999999999,111,29.9,16.7,0.652,5193,32.0,185.2,22.8,35,61,10,104.6,14.0,8,54
0.939,50,0.179,0.207,0.5710000000000001,0.043,130,13.9,6.3,0.634,1568,35.7,155.3,20.0,42,70,60,59.1,14.1,-5,61
0.983,41,0.1,0.205,0.5529999999999999,0.142,52,39.9,40.5,0.551,6007,28.0,181.0,22.6,48,86,21,98.1,16.1,-13,54
0.938,39,0.2,0.2689999999999999,0.455,0.076,7,53.9,48.7,0.415,1994,41.7,171.0,27.7,52,136,33,75.9,10.0,-2,60
0.928,25,0.245,0.111,0.541,0.104,135,15.1,8.6,0.552,5236,32.3,164.4,19.7,63,0,25,88.0,14.5,8,55
0.952,61,0.091,0.193,0.495,0.221,107,15.3,5.0,0.484,10081,24.1,171.2,22.9,49,97,2,74.1,13.7,0,53
0.97,32,0.241,0.174,0.467,0.118,36,0.2,22.5,0.456,3513,20.4,161.1,21.9,67,46,62,73.8,16.2,-10,64
0.946,50,0.2269999999999999,0.2739999999999999,0.445,0.054,40,19.3,51.9,0.351,5900,42.0,154.8,19.3,52,22,95,80.6,13.7,23,62
0.954,9,0.178,0.237,0.5329999999999999,0.051,80,17.8,43.5,0.322,1784,30.5,158.4,22.3,41,16,62,88.2,13.8,-10,69
0.998,20,0.16,0.2189999999999999,0.461,0.16,60,43.4,34.4,0.374,2443,25.2,167.0,24.2,55,60,14,65.0,13.0,-2,62
0.879,21,0.111,0.178,0.522,0.1889999999999999,187,54.6,39.8,0.31,8691,34.4,176.1,21.6,38,98,74,65.4,14.8,-13,57
0.964,35,0.201,0.148,0.557,0.093,63,7.6,32.3,0.515,279,24.6,161.1,21.7,49,2,42,77.6,13.2,4,54
0.971,20,0.153,0.245,0.563,0.039,39,33.0,25.5,0.41,8301,38.1,158.4,23.3,40,27,57,69.0,14.5,-1,60
0.963,30,0.162,0.193,0.583,0.061,179,32.1,31.5,0.447,9293,41.1,159.7,19.5,77,37,50,74.5,15.7,4,62
0.904,35,0.1639999999999999,0.106,0.552,0.178,140,22.8,35.4,0.609,1932,40.3,172.7,23.4,57,43,20,85.7,16.6,1,51
1.0,8,0.24,0.2,0.469,0.091,69,60.5,44.6,0.478,8397,32.4,162.9,25.6,29,54,28,65.7,14.7,8,73
0.922,61,0.152,0.21,0.5539999999999999,0.085,33,58.7,21.9,0.496,4737,31.0,192.8,24.8,19,15,39,22.8,13.2,-9,50
0.853,43,0.144,0.196,0.536,0.124,229,23.4,60.7,0.418,6153,23.8,149.7,23.0,58,28,47,56.7,15.8,-2,44
0.877,32,0.12,0.128,0.585,0.1669999999999999,135,27.6,29.1,0.3779999999999999,10213,26.4,165.5,23.0,30,0,38,81.9,16.1,6,48
0.939,6,0.254,0.24,0.489,0.017,120,30.9,41.1,0.352,8141,41.4,174.5,23.1,45,28,15,100.5,12.2,0,69
0.932,51,0.218,0.283,0.428,0.071,5,34.1,6.7,0.569,6415,26.0,172.6,21.4,76,52,71,85.4,15.5,9,58
0.998,21,0.053,0.165,0.436,0.347,25,1.4,20.2,0.432,10009,27.1,172.4,21.8,40,0,41,87.3,17.1,-7,58
0.917,57,0.157,0.294,0.493,0.0559999999999999,73,14.8,68.4,0.528,8343,37.1,169.4,23.7,58,48,29,93.9,13.0,-2,55
0.8759999999999999,49,0.266,0.1669999999999999,0.487,0.08,16,23.9,23.6,0.413,7870,37.4,166.7,20.9,20,56,0,51.3,14.0,-8,56
0.974,82,0.178,0.161,0.584,0.078,74,34.0,43.4,0.555,8954,25.0,162.4,22.6,57,99,53,71.3,13.6,10,51
0.96,20,0.107,0.08,0.4,0.413,83,52.2,5.0,0.511,4904,30.0,168.6,23.5,52,116,45,72.3,14.2,0,55
0.962,50,0.2269999999999999,0.21,0.517,0.046,40,13.3,32.3,0.474,8698,37.4,189.2,25.1,44,129,50,79.5,14.8,18,59
0.944,39,0.256,0.211,0.462,0.071,4,51.9,45.0,0.445,5634,31.5,175.8,23.6,39,6,61,49.6,14.8,-3,54
0.995,61,0.107,0.14,0.474,0.2789999999999999,15,69.5,26.4,0.317,2765,28.1,186.7,21.4,39,87,70,75.3,14.4,0,52
0.8059999999999999,37,0.134,0.208,0.4539999999999999,0.204,53,54.5,22.2,0.442,0,32.5,176.0,23.6,46,64,14,60.4,13.4,-7,48
0.92,28,0.266,0.264,0.392,0.078,45,56.6,22.8,0.365,10099,24.3,159.4,25.0,27,70,80,91.1,17.7,3,60
0.929,52,0.08,0.3,0.528,0.092,17,47.4,42.9,0.405,6962,31.0,156.9,21.5,27,59,21,66.8,12.0,-8,59
0.958,41,0.05,0.3,0.616,0.034,12,20.1,24.3,0.406,654,38.7,182.5,21.8,40,28,1,89.1,10.3,-5,50
0.912,30,0.069,0.211,0.44,0.28,61,73.0,30.4,0.425,2913,22.9,172.4,22.5,22,32,26,90.6,12.5,6,55
0.8590000000000001,32,0.146,0.268,0.495,0.091,172,49.4,33.0,0.574,8737,35.1,174.6,23.0,59,81,13,78.7,11.8,5,53
0.936,55,0.186,0.188,0.56,0.067,57,57.7,29.0,0.284,6711,32.7,176.3,23.5,49,38,33,78.8,14.2,9,56
0.981,29,0.222,0.2239999999999999,0.531,0.023,142,29.2,13.1,0.674,4243,32.1,152.2,26.3,78,69,64,82.9,16.4,0,68
0.8859999999999999,24,0.124,0.24,0.555,0.081,92,30.0,5.0,0.524,6274,27.1,177.4,23.8,27,63,68,78.3,12.9,-11,57
0.875,32,0.176,0.2339999999999999,0.569,0.021,58,26.9,10.6,0.336,5263,25.4,164.2,26.7,42,14,0,59.8,14.5,-8,57
0.963,55,0.216,0.226,0.518,0.04,49,17.2,30.2,0.581,2609,37.0,161.5,22.4,66,120,18,87.1,14.5,-6,61
0.926,66,0.156,0.173,0.472,0.1989999999999999,55,6.6,9.7,0.415,6193,29.9,164.4,23.7,27,79,0,65.6,12.7,0,53
0.99,46,0.284,0.275,0.36,0.08,90,30.9,29.9,0.477,3694,34.5,173.9,26.0,60,51,37,69.4,17.3,19,66
0.8759999999999999,31,0.148,0.208,0.615,0.0289999999999999,75,51.7,21.9,0.406,0,30.1,157.9,23.2,24,138,40,77.3,15.4,1,55
0.945,58,0.067,0.106,0.615,0.212,38,45.7,40.7,0.419,12403,33.7,161.2,22.6,45,99,48,61.0,13.3,6,50
0.8190000000000001,23,0.209,0.243,0.545,0.003,49,39.1,18.0,0.607,6828,34.7,172.4,24.3,40,87,9,58.2,14.4,3,53
0.967,19,0.159,0.187,0.588,0.065,211,1.9,34.6,0.4429999999999999,8200,33.6,168.9,23.1,52,176,0,100.9,14.7,5,60
0.995,49,0.138,0.208,0.591,0.062,45,16.1,33.0,0.408,3275,27.1,176.0,20.2,78,41,28,75.3,14.3,-9,61
0.909,32,0.166,0.23,0.547,0.057,65,40.2,38.6,0.4429999999999999,3086,21.8,163.5,24.1,65,0,26,96.5,12.9,-4,61
0.8170000000000001,58,0.123,0.155,0.599,0.123,38,39.2,29.1,0.652,10103,24.5,170.7,23.0,29,28,17,106.4,15.6,-11,47
0.988,8,0.153,0.177,0.55,0.12,57,44.4,25.1,0.563,8446,38.8,165.4,18.8,38,18,22,59.7,14.6,-7,67
0.916,32,0.114,0.154,0.545,0.188,112,25.7,16.3,0.535,4737,34.5,181.0,24.9,42,105,40,55.5,12.2,6,54
0.945,52,0.139,0.211,0.614,0.036,38,14.7,29.8,0.467,3194,35.3,168.1,20.7,77,57,75,87.7,12.2,-15,56
0.946,38,0.146,0.163,0.513,0.178,172,40.7,14.1,0.742,4942,29.3,161.2,28.8,45,57,30,61.0,13.2,1,60
0.894,14,0.218,0.158,0.536,0.089,79,70.3,50.9,0.5479999999999999,5706,41.5,172.2,23.1,53,54,0,100.9,13.4,3,59
0.928,0,0.233,0.149,0.515,0.104,27,43.0,41.7,0.4029999999999999,2680,29.8,173.4,23.6,34,67,25,84.1,14.5,6,60
0.95,66,0.157,0.3,0.475,0.068,27,30.6,43.8,0.434,10799,24.6,175.6,23.3,56,72,6,42.1,13.8,-4,57
0.925,32,0.305,0.18,0.452,0.063,122,11.0,26.5,0.483,3227,36.6,155.7,19.9,50,76,71,118.0,13.5,2,54
0.848,42,0.145,0.281,0.5,0.073,33,15.4,31.4,0.544,2860,29.9,175.7,22.3,19,25,79,82.2,13.1,0,46
0.863,10,0.113,0.1989999999999999,0.63,0.0579999999999999,156,20.5,23.4,0.3,6457,33.4,158.6,22.3,44,29,51,96.9,15.4,5,55
0.943,33,0.247,0.143,0.421,0.188,101,15.5,51.5,0.487,5087,34.7,164.7,21.6,60,56,36,101.1,15.6,1,61
0.794,62,0.2239999999999999,0.175,0.539,0.062,143,68.8,20.1,0.34,6666,36.2,173.0,18.3,78,100,46,83.4,12.7,-18,48
0.965,26,0.217,0.2019999999999999,0.579,0.002,205,25.9,32.5,0.416,6465,32.5,169.4,22.4,57,75,62,39.6,16.1,0,66
0.973,25,0.233,0.176,0.5479999999999999,0.043,38,40.2,18.2,0.4529999999999999,5922,22.5,173.8,21.4,53,13,39,80.4,12.6,-6,62
0.87,34,0.281,0.273,0.3779999999999999,0.068,64,32.7,24.9,0.562,5064,35.3,167.4,25.1,77,57,72,70.1,13.8,0,59
0.861,52,0.249,0.253,0.439,0.0579999999999999,186,47.0,18.4,0.457,8187,23.5,169.1,19.3,29,97,23,92.8,15.8,4,51
0.944,34,0.172,0.254,0.467,0.106,174,54.1,5.9,0.6779999999999999,11621,38.5,193.2,22.2,37,59,73,96.6,14.9,8,64
0.821,45,0.192,0.119,0.575,0.114,268,4.4,23.4,0.486,8408,37.4,168.9,21.7,34,0,57,87.3,14.8,0,54
0.955,37,0.138,0.235,0.452,0.175,105,11.8,5.0,0.442,8163,29.2,171.8,23.0,37,102,66,65.3,15.9,-7,57
0.931,13,0.243,0.1369999999999999,0.562,0.0579999999999999,18,8.5,32.8,0.478,6385,32.8,169.1,20.2,43,73,85,98.4,13.9,0,61
0.983,14,0.173,0.196,0.537,0.094,74,58.3,27.5,0.442,2598,22.7,158.9,20.8,65,99,71,85.3,13.8,-10,67
0.888,22,0.156,0.289,0.502,0.053,99,7.9,34.3,0.5720000000000001,8222,38.7,176.2,22.9,26,0,37,66.5,13.7,-10,57
0.958,68,0.285,0.208,0.407,0.099,52,10.7,26.9,0.423,4665,34.0,172.5,21.7,51,15,0,70.2,12.9,2,52
0.954,28,0.263,0.257,0.375,0.105,112,3.8,41.9,0.3979999999999999,4055,38.9,165.5,21.0,56,44,82,48.0,13.5,-1,64
0.8170000000000001,33,0.28,0.285,0.36,0.075,286,46.7,33.3,0.603,2626,34.9,169.8,24.8,44,0,31,43.1,11.8,1,55
0.914,29,0.178,0.237,0.565,0.02,73,31.9,38.2,0.442,7391,37.2,171.7,21.9,44,21,24,64.0,13.0,-1,53
0.942,35,0.259,0.21,0.472,0.059,62,30.8,37.1,0.705,4678,27.8,173.8,22.2,53,92,59,80.4,14.0,1,59
0.923,32,0.103,0.18,0.461,0.256,87,81.5,49.4,0.414,4130,28.0,162.5,23.0,39,57,75,65.3,12.9,-3,59
0.958,14,0.159,0.238,0.469,0.134,45,3.6,22.6,0.442,6511,25.8,186.9,21.2,70,76,96,68.9,13.1,0,61
0.914,26,0.193,0.2319999999999999,0.511,0.065,37,12.3,22.3,0.332,7473,35.8,159.0,21.2,47,45,35,80.8,15.3,-2,61
0.981,74,0.1669999999999999,0.26,0.525,0.047,4,68.9,48.5,0.708,8372,29.4,171.3,22.1,49,58,44,88.8,13.2,-2,53
0.957,42,0.203,0.196,0.539,0.062,148,51.7,35.4,0.3339999999999999,6093,35.9,182.5,24.8,39,84,89,98.2,12.0,-1,56
0.998,20,0.263,0.233,0.4039999999999999,0.1,231,14.4,31.8,0.5579999999999999,7460,44.0,171.7,26.5,40,7,44,93.4,14.3,-6,71
0.971,46,0.319,0.284,0.3339999999999999,0.062,73,50.8,15.9,0.698,4877,38.0,173.4,25.3,38,37,37,43.0,14.3,-3,63
0.971,22,0.165,0.236,0.516,0.084,20,33.5,39.3,0.474,14186,30.8,152.3,23.9,25,0,37,67.4,15.3,-2,59
0.963,71,0.136,0.171,0.588,0.105,100,21.4,29.9,0.424,6457,35.9,174.1,24.7,59,69,68,100.7,14.5,4,55
0.893,25,0.213,0.251,0.494,0.042,37,29.3,7.1,0.591,5912,34.6,173.9,23.2,60,135,0,69.4,14.3,-8,55
0.973,37,0.102,0.192,0.504,0.2019999999999999,108,16.9,32.2,0.315,5676,27.3,179.8,19.3,30,2,55,87.4,13.9,-12,57
0.929,23,0.148,0.212,0.5710000000000001,0.069,134,50.9,34.4,0.191,13052,43.4,164.4,25.2,78,100,32,93.1,15.7,-4,55
0.975,12,0.16,0.195,0.522,0.123,26,13.6,31.6,0.483,8918,28.5,171.7,23.4,44,82,67,64.0,13.2,-2,66
0.982,0,0.181,0.17,0.521,0.128,35,48.9,55.3,0.283,3929,25.8,186.6,22.6,42,41,67,102.1,15.1,0,65
0.971,41,0.13,0.268,0.515,0.088,93,37.0,40.6,0.491,6712,20.0,158.2,23.3,46,70,20,52.2,14.3,-17,58
0.945,69,0.095,0.2239999999999999,0.6509999999999999,0.03,78,90.5,20.0,0.685,7218,35.1,170.8,22.9,34,58,0,57.5,15.0,-7,54
0.998,62,0.05,0.268,0.546,0.136,41,8.0,53.4,0.402,3742,37.0,186.1,21.1,73,120,48,79.1,14.2,-3,53
0.7070000000000001,23,0.184,0.2269999999999999,0.528,0.061,40,49.0,24.9,0.562,6023,28.2,167.9,21.6,39,111,23,84.8,16.4,11,43
0.901,61,0.201,0.218,0.5529999999999999,0.0279999999999999,20,40.6,36.5,0.492,12268,36.5,167.7,21.9,74,72,83,98.0,11.5,-7,54
0.929,26,0.1639999999999999,0.242,0.52,0.074,57,23.7,18.9,0.43,7572,44.4,177.5,22.6,18,92,24,60.6,12.3,-3,62
0.964,46,0.131,0.14,0.488,0.241,2,51.0,9.1,0.272,1740,35.6,160.0,20.8,68,53,54,64.8,13.8,0,55
0.8290000000000001,40,0.214,0.25,0.4589999999999999,0.077,57,72.6,21.7,0.131,12150,20.0,182.7,24.7,18,70,11,73.3,14.0,2,53
0.949,47,0.177,0.206,0.552,0.065,55,39.2,48.4,0.424,3793,33.1,170.3,24.8,31,56,6,91.4,13.6,5,58
0.902,51,0.222,0.187,0.516,0.075,86,8.7,38.4,0.373,4456,33.8,192.3,20.9,69,91,42,80.1,13.7,2,56
0.957,56,0.2189999999999999,0.238,0.5,0.043,111,23.1,30.8,0.379,5797,20.0,162.6,26.9,43,23,45,66.1,14.7,-2,53
0.865,29,0.192,0.19,0.502,0.1159999999999999,102,56.0,50.8,0.376,5912,37.2,174.0,22.3,29,133,65,59.6,11.3,8,53
0.845,62,0.254,0.186,0.427,0.133,22,0.4,26.5,0.198,8746,28.5,173.9,25.7,27,51,8,80.1,12.8,5,54
0.93,22,0.144,0.205,0.556,0.095,127,47.6,28.4,0.316,4594,31.5,175.4,21.4,20,23,57,54.7,11.7,-5,61
0.923,9,0.186,0.168,0.55,0.096,147,52.0,15.4,0.52,9775,40.6,158.0,22.2,51,57,31,71.4,14.4,0,66
0.98,53,0.2339999999999999,0.1669999999999999,0.5529999999999999,0.046,72,30.8,33.1,0.342,6031,38.3,173.0,23.8,70,10,42,67.8,14.7,0,56
0.984,48,0.138,0.2269999999999999,0.527,0.108,218,32.5,27.7,0.428,2009,36.5,172.5,24.4,32,104,31,62.5,12.6,4,60
0.97,25,0.258,0.182,0.534,0.027,153,22.6,32.0,0.497,9705,22.0,184.5,25.1,26,43,88,82.1,14.4,13,61
0.805,11,0.188,0.268,0.504,0.04,147,53.5,43.2,0.3939999999999999,7088,41.9,162.4,24.3,57,57,59,71.3,12.8,-1,55
0.962,15,0.2019999999999999,0.177,0.617,0.004,126,22.8,45.6,0.3339999999999999,7133,37.5,161.9,23.9,74,96,52,85.6,14.8,-9,61
0.976,27,0.144,0.249,0.5489999999999999,0.0579999999999999,6,2.3,30.3,0.3229999999999999,6264,21.3,185.8,22.1,34,75,12,47.4,12.3,-1,63
0.7909999999999999,31,0.168,0.3,0.481,0.052,134,51.6,34.1,0.652,6843,38.4,159.0,22.5,67,17,6,83.0,11.5,-3,55
0.904,36,0.187,0.195,0.611,0.0069999999999999,71,63.3,30.1,0.256,7947,31.5,199.8,22.3,49,46,25,66.1,15.4,17,56
0.922,29,0.264,0.212,0.486,0.038,120,37.2,28.1,0.5479999999999999,5595,34.3,163.1,20.1,66,15,1,79.8,16.8,0,62
0.902,29,0.208,0.263,0.473,0.055,48,7.5,54.0,0.424,14377,25.1,153.0,23.5,31,67,58,94.5,12.8,4,59
0.938,34,0.287,0.161,0.4639999999999999,0.089,137,8.7,33.0,0.525,10192,23.2,168.1,25.8,20,122,42,99.8,14.5,1,58
0.948,7,0.222,0.165,0.596,0.017,18,48.3,47.7,0.516,0,36.6,153.8,20.6,74,121,7,63.9,12.8,2,63
0.857,44,0.131,0.211,0.4589999999999999,0.2,102,77.5,21.6,0.406,3093,34.8,164.7,24.9,65,63,54,73.1,14.9,-5,47
0.873,37,0.066,0.294,0.473,0.1669999999999999,79,21.9,32.6,0.497,4446,28.6,169.9,23.9,66,48,51,112.1,13.2,5,53
0.821,0,0.27,0.205,0.461,0.064,20,35.8,32.1,0.444,3020,22.5,173.0,24.5,62,23,59,41.5,15.8,3,57
0.989,42,0.173,0.18,0.6,0.047,44,42.5,46.4,0.444,3397,42.5,160.7,21.2,74,66,52,59.0,13.7,9,61
0.945,37,0.244,0.158,0.472,0.126,174,26.8,34.9,0.536,5872,33.0,189.7,23.8,54,0,43,80.0,15.8,8,60
0.96,13,0.138,0.196,0.5710000000000001,0.095,101,16.7,23.0,0.5,3165,39.4,172.7,22.2,57,86,58,85.7,18.7,-2,64
0.99,61,0.061,0.223,0.586,0.13,132,29.5,16.9,0.263,925,31.8,164.7,22.4,28,49,32,66.3,12.2,-8,49
0.833,55,0.157,0.171,0.509,0.162,81,47.0,37.5,0.303,6388,29.9,156.2,24.0,57,14,31,83.4,16.0,-7,51
0.885,60,0.142,0.259,0.537,0.062,115,51.5,42.4,0.461,4466,42.1,183.0,20.2,18,28,0,63.7,12.7,-8,51
0.902,27,0.156,0.182,0.579,0.083,114,57.7,27.0,0.344,8531,34.4,170.0,19.5,24,51,55,87.3,14.6,0,59
0.925,17,0.123,0.238,0.528,0.11,82,55.9,23.8,0.4429999999999999,5483,39.1,168.8,24.1,57,40,62,55.4,14.4,13,57
0.977,0,0.154,0.16,0.5429999999999999,0.143,112,28.1,24.5,0.446,5484,34.1,167.2,18.8,69,20,82,88.6,13.1,0,64
0.97,49,0.306,0.217,0.417,0.06,73,11.5,45.5,0.413,8619,30.5,184.0,22.6,55,102,37,56.9,13.7,-5,57
0.946,30,0.244,0.289,0.427,0.04,23,23.2,38.2,0.321,3540,33.6,171.1,19.7,38,54,46,68.5,12.9,5,58
0.927,0,0.2189999999999999,0.2689999999999999,0.466,0.046,201,14.1,34.2,0.511,5736,23.5,171.3,23.8,57,0,93,75.8,14.2,-4,62
0.95,10,0.237,0.212,0.498,0.053,1,46.6,26.4,0.497,6622,27.9,165.9,24.2,25,92,65,68.6,13.2,0,64
0.7340000000000001,24,0.22,0.201,0.4029999999999999,0.176,111,72.7,8.4,0.52,6292,42.6,161.4,20.0,60,51,34,49.6,16.5,3,47
0.964,12,0.132,0.173,0.447,0.248,69,26.2,14.9,0.327,2597,20.0,169.9,22.9,61,80,52,64.5,14.7,6,62
0.805,37,0.1969999999999999,0.144,0.588,0.072,149,34.1,42.9,0.409,1495,34.9,157.4,24.3,51,24,132,57.9,14.8,1,46
0.97,31,0.055,0.203,0.534,0.209,130,25.2,36.5,0.5760000000000001,12826,35.7,182.7,22.9,18,88,29,73.3,13.5,5,56
1.0,15,0.16,0.216,0.56,0.064,72,30.7,18.5,0.428,6454,21.5,178.2,23.9,76,53,6,96.3,13.3,-1,63
0.961,0,0.273,0.15,0.545,0.033,72,46.3,20.2,0.46,7032,20.0,160.4,22.3,29,73,28,84.4,16.6,-2,70
0.96,21,0.142,0.218,0.49,0.151,13,9.5,56.8,0.3939999999999999,9325,34.4,161.8,23.2,42,68,0,68.6,18.2,-14,65
0.86,44,0.243,0.235,0.488,0.033,43,51.9,37.5,0.3979999999999999,5363,27.4,184.5,21.2,26,0,0,82.1,15.4,0,51
0.941,43,0.05,0.166,0.476,0.308,245,0.6,36.2,0.315,15888,24.9,162.4,23.5,46,44,40,52.9,12.4,-1,57
0.974,28,0.144,0.154,0.585,0.1169999999999999,81,45.0,5.6,0.379,11764,36.3,163.2,24.6,50,51,54,86.6,13.2,-1,59
0.969,29,0.155,0.264,0.477,0.104,3,24.0,42.6,0.5589999999999999,9264,31.7,174.6,26.6,39,47,25,62.6,12.4,10,65
0.812,32,0.168,0.126,0.487,0.2189999999999999,161,60.2,24.5,0.411,8029,28.0,179.7,24.9,59,48,95,66.2,14.3,10,43
0.975,27,0.13,0.178,0.598,0.094,43,51.4,37.4,0.529,4329,27.4,167.0,23.1,43,6,21,78.6,14.9,-11,61
0.935,4,0.275,0.218,0.431,0.076,76,40.1,35.1,0.487,8889,41.0,147.0,21.0,78,0,0,63.2,13.2,-9,65
0.895,28,0.102,0.3,0.449,0.149,122,12.2,24.6,0.47,1111,26.6,170.4,22.5,53,72,6,94.9,15.8,0,57
0.931,49,0.2289999999999999,0.192,0.561,0.018,18,26.6,27.0,0.3339999999999999,10837,35.8,165.1,22.0,52,90,90,87.3,18.8,0,56
0.977,46,0.214,0.3,0.433,0.053,16,46.9,38.0,0.311,7700,37.7,153.6,20.0,39,47,55,94.8,13.0,0,62
0.901,32,0.144,0.21,0.614,0.032,116,42.8,30.6,0.384,6905,33.7,162.5,18.1,40,109,70,63.1,11.9,-2,46
0.943,4,0.181,0.18,0.638,0.001,14,53.9,48.0,0.402,6578,35.1,153.9,22.7,46,37,1,85.3,13.2,12,62
0.8009999999999999,37,0.1689999999999999,0.231,0.542,0.0579999999999999,18,108.8,9.8,0.513,9997,27.0,162.4,21.8,57,117,29,71.3,13.2,4,48
0.987,16,0.125,0.3,0.478,0.098,99,11.6,29.9,0.492,2485,35.9,158.5,22.6,79,67,42,69.6,14.7,-4,65
0.913,44,0.128,0.102,0.677,0.094,31,60.8,5.0,0.5429999999999999,9484,37.1,173.7,22.3,20,54,24,80.9,13.6,2,51
0.7490000000000001,12,0.12,0.2269999999999999,0.609,0.044,8,66.7,21.0,0.586,6133,38.2,157.2,22.4,75,114,0,89.9,12.7,0,49
0.932,44,0.118,0.239,0.481,0.162,90,63.4,30.7,0.434,0,28.8,187.2,22.7,56,35,23,66.6,12.1,11,58
0.865,34,0.341,0.168,0.4679999999999999,0.023,113,40.6,41.3,0.407,13373,24.8,171.9,26.7,27,129,40,94.4,15.3,-7,60
0.95,59,0.113,0.215,0.605,0.067,70,71.8,31.5,0.337,11274,22.4,152.7,24.6,68,53,81,76.3,12.5,-10,56
0.952,42,0.129,0.198,0.515,0.158,62,1.2,5.0,0.4529999999999999,11701,26.4,172.7,23.1,79,56,78,66.7,16.0,13,59
0.974,38,0.1119999999999999,0.1969999999999999,0.49,0.2,62,72.5,26.5,0.469,5623,44.4,176.6,23.0,68,13,48,70.7,16.1,1,61
0.951,25,0.262,0.226,0.492,0.019,68,43.6,7.5,0.373,7478,36.5,172.1,18.6,42,78,25,77.4,14.1,-5,61
0.8959999999999999,26,0.3,0.118,0.536,0.046,74,50.4,34.4,0.5720000000000001,7900,28.1,159.3,19.7,24,0,46,70.8,12.8,2,56
0.8909999999999999,42,0.2689999999999999,0.273,0.373,0.085,16,17.1,28.7,0.401,4026,29.5,165.8,17.6,67,0,52,90.9,13.6,-6,54
0.978,20,0.142,0.1939999999999999,0.4379999999999999,0.226,80,57.1,33.1,0.5660000000000001,1439,33.5,186.5,22.2,69,54,24,70.6,14.2,2,65
0.934,10,0.128,0.198,0.42,0.254,11,36.8,12.2,0.55,5668,24.7,184.4,19.4,28,86,99,77.1,15.9,2,61
0.953,39,0.209,0.1889999999999999,0.4479999999999999,0.154,42,50.4,41.9,0.446,6627,33.5,158.4,22.8,18,0,57,97.9,15.2,0,59
0.954,54,0.162,0.231,0.546,0.061,19,67.6,20.8,0.5479999999999999,6230,30.9,149.9,23.9,42,0,12,70.6,14.2,1,61
0.944,13,0.201,0.179,0.583,0.038,37,24.7,31.1,0.4679999999999999,8615,26.3,162.8,23.5,61,24,51,60.1,14.7,0,60
0.906,59,0.2319999999999999,0.182,0.568,0.018,70,3.7,53.6,0.175,10019,29.0,167.5,21.7,76,15,44,60.8,14.2,2,51
0.985,35,0.138,0.242,0.513,0.107,7,9.8,44.6,0.406,3069,38.3,174.9,21.5,44,49,40,97.1,12.7,-7,59
0.967,54,0.212,0.243,0.545,0.0,0,53.9,44.5,0.248,1752,39.0,181.4,26.1,78,76,6,93.0,11.0,-2,58
0.982,56,0.22,0.27,0.449,0.061,108,52.6,50.2,0.511,5380,39.7,184.4,23.4,28,47,48,77.1,12.9,-5,58
0.976,27,0.278,0.148,0.502,0.072,38,20.9,26.4,0.484,1739,27.2,176.2,23.4,58,99,1,78.0,13.8,9,65
0.912,72,0.187,0.28,0.436,0.0969999999999999,89,12.6,33.6,0.3879999999999999,5320,30.1,163.2,24.9,50,53,20,86.6,13.6,0,56
0.985,16,0.225,0.263,0.439,0.073,83,46.3,53.5,0.4579999999999999,6325,26.6,179.8,21.4,77,0,69,89.3,14.2,-12,66
0.838,29,0.187,0.182,0.4529999999999999,0.178,9,1.6,21.5,0.624,3822,32.6,174.6,22.2,39,127,20,62.6,10.9,3,49
0.8909999999999999,16,0.218,0.251,0.4579999999999999,0.073,112,36.1,13.6,0.589,4633,33.4,168.7,21.1,54,0,24,86.4,16.1,-5,59
0.937,44,0.095,0.213,0.688,0.004,152,52.5,9.8,0.613,6624,35.5,173.3,24.4,24,135,56,74.8,15.9,-8,54
0.977,38,0.259,0.1939999999999999,0.528,0.019,170,50.3,33.8,0.4479999999999999,13757,32.7,174.5,22.5,18,72,94,56.0,13.0,-6,56
0.96,18,0.092,0.171,0.479,0.259,34,42.7,32.2,0.5710000000000001,6715,34.6,168.7,19.8,18,32,0,61.4,12.5,8,59
0.959,34,0.237,0.246,0.426,0.092,85,18.8,31.1,0.614,4361,27.4,185.4,23.4,52,61,34,70.3,13.5,-1,63
0.967,51,0.216,0.135,0.5479999999999999,0.1009999999999999,108,17.5,19.7,0.579,3431,37.6,182.3,22.3,20,0,17,56.5,13.4,12,54
0.8809999999999999,57,0.105,0.225,0.61,0.059,45,1.4,43.1,0.422,7858,28.4,156.2,23.7,24,109,22,64.2,14.5,1,48
0.978,34,0.072,0.273,0.614,0.0409999999999999,15,13.5,5.0,0.469,6576,35.2,163.7,25.0,77,63,50,81.4,12.5,-2,62
0.971,48,0.2689999999999999,0.195,0.456,0.08,63,30.7,37.1,0.465,8098,30.1,189.7,22.0,57,55,57,66.6,15.1,-9,65
0.959,45,0.05,0.245,0.498,0.207,229,6.4,43.0,0.435,0,37.1,177.6,25.1,21,130,61,93.7,14.7,-3,55
0.893,17,0.1989999999999999,0.192,0.489,0.119,51,18.6,43.7,0.446,12095,20.0,158.0,19.8,38,60,39,81.5,16.8,0,62
0.94,26,0.266,0.1989999999999999,0.474,0.061,71,48.6,36.7,0.298,4629,32.2,176.5,20.8,77,11,50,49.8,15.8,-9,64
